Actual,DE,SHADE,CMA-ES,NRBO,BOA,HHO-Lite,WeightedAvg_Pred
12.0100,16.3671,19.0097,18.1011,7.4722,23.9534,3.7746,14.8198
65.2000,69.1233,65.8618,70.8421,68.0504,67.3541,66.8602,68.0250
73.0800,68.9749,65.9060,64.8281,68.4281,66.1843,65.5463,66.6546
49.5500,38.2941,54.4590,49.9329,64.9500,50.4942,59.2438,52.8009
67.4200,63.8293,65.3125,67.4645,67.1869,65.2294,65.4467,65.7368
70.4400,68.9131,65.8648,68.5543,68.3495,66.1197,65.5355,67.2344
14.5100,14.9762,25.3628,24.6145,14.0034,29.5511,18.4457,21.1447
14.0600,16.3787,10.2000,19.8511,10.8811,15.3242,3.4765,12.7292
12.1400,16.3521,21.8030,18.1011,7.1214,28.5244,16.4439,18.0619
11.8000,16.3661,10.0105,18.1011,10.0119,10.5120,5.9093,11.8595
66.7800,69.5081,84.0498,71.1924,68.1349,80.8492,74.8886,74.7499
73.3800,68.6599,83.5609,70.9387,68.7798,78.9496,74.8529,74.2665
66.1900,67.9624,77.4155,70.9115,68.9857,71.2837,74.8003,71.8720
61.8700,51.8881,65.2525,63.6871,68.2501,60.9870,64.0832,62.3022
67.0400,66.8487,65.4352,62.7913,64.2252,65.5237,65.4565,65.0531
60.6400,65.0690,65.7107,63.2835,67.6714,66.5603,65.4863,65.6238
43.3800,34.4299,40.0317,44.8075,43.2750,43.6141,43.6750,41.6010
12.9600,16.4791,12.0489,8.7819,11.0957,2.4745,3.4765,9.1067
3.2100,7.3684,0.3519,2.2791,7.5535,2.4879,3.4766,3.9312
63.1100,70.6998,68.7867,71.6164,69.2145,68.5116,67.0040,69.3192
74.2900,70.2346,73.4829,71.6553,69.4478,75.3762,69.4673,71.6106
43.9100,41.3607,52.3476,51.4964,64.1576,48.0118,54.8533,51.9713
73.6700,70.1269,75.9438,71.7724,69.2605,75.0779,75.0924,72.8640
73.9700,68.6943,74.8505,71.1896,67.6800,70.3292,67.3426,70.0185
14.1400,14.0715,26.4310,24.7577,14.5464,27.9366,23.4203,21.8298
13.0500,15.3284,10.6296,8.7845,11.0837,9.3549,6.5847,10.3243
11.7200,14.8667,9.8087,18.0567,6.6136,12.8550,3.6308,11.0155
11.0700,10.9497,4.4419,8.5357,6.5980,10.2230,3.5303,7.4051
57.3400,62.0209,64.1015,59.8905,68.3247,65.6416,65.5346,64.2312
76.1400,67.1216,62.3226,64.1328,68.2008,63.6592,65.5204,65.1638
64.1300,61.8372,68.7403,59.1351,67.0450,66.1792,64.3075,64.5225
72.0100,69.8369,71.0816,71.5020,67.4460,67.7115,66.0124,68.9468
0.7000,59.7021,48.7504,44.7560,56.8622,50.3546,49.5554,51.6944
69.3400,43.5502,57.9279,58.7737,61.0602,53.4189,55.6351,55.0049
14.2000,20.9256,14.7306,8.8500,11.1268,13.0916,10.2852,13.2095
3.6300,6.9429,6.9134,2.3113,10.9652,7.1998,6.5260,6.8033
3.5800,4.4883,8.8649,2.2789,7.0880,4.6428,3.4771,5.1375
