Sample,DE_AE,SHADE_AE,CMA-ES_AE,NRBO_AE,BOA_AE,HHO-Lite_AE,Ensemble_AE
34,0.2035,0.4128,0.1520,0.4171,0.4559,0.4171,0.3398
35,0.2599,0.2220,0.1550,0.0254,0.0047,0.0254,0.1033
36,0.0994,0.1859,0.2816,0.1523,0.0064,0.1523,0.1122
37,0.2515,0.0337,0.2311,0.1667,0.1952,0.1667,0.0207
38,0.2139,0.3162,0.3621,0.2517,0.0988,0.2517,0.1753
39,0.5098,0.5588,0.3546,0.3841,0.6768,0.3841,0.4809
40,0.6740,0.7755,0.4631,0.5358,0.8744,0.5358,0.6463
41,0.3082,0.4649,0.2256,0.5843,0.2992,0.5843,0.4047
42,0.5180,0.0778,0.2457,0.0384,0.2327,0.0384,0.0944
43,0.6690,0.2352,0.3017,0.4434,0.1294,0.4434,0.3682
44,0.0727,0.2165,0.0165,0.0169,0.2309,0.0169,0.0871
45,0.2196,0.2698,0.2033,0.0698,0.3090,0.0698,0.1513
46,0.0136,0.0392,0.0694,0.2944,0.0883,0.2944,0.0971
47,0.1307,0.0933,0.0096,0.1040,0.1270,0.1040,0.0300
48,0.1445,0.0594,0.0266,0.3816,0.0818,0.3816,0.1125
49,0.1466,0.0830,0.1592,0.3006,0.0140,0.3006,0.0230
50,0.0352,0.2378,0.2467,0.0507,0.1135,0.0507,0.1130
51,0.3791,0.0740,0.1617,0.0378,0.1255,0.0378,0.0713
52,0.0645,0.1701,0.1958,0.1379,0.1776,0.1379,0.0401
53,0.0712,0.0406,0.1428,0.4551,0.1655,0.4551,0.0928
54,0.1252,0.2414,0.0406,0.2592,0.2408,0.2592,0.0119
55,0.0991,0.0992,0.1263,0.4380,0.2511,0.4380,0.0705
56,0.4234,0.0196,0.3087,0.0112,0.3115,0.0112,0.0659
57,0.6214,0.1634,0.1871,0.0815,0.5343,0.0815,0.2197
58,0.3816,0.0378,0.2576,0.0477,0.2936,0.0477,0.0795
59,0.0477,0.3543,0.0828,0.4078,0.1199,0.4078,0.2304
60,0.0994,0.0779,0.1931,0.1028,0.0181,0.1028,0.0012
61,0.0510,0.4459,0.2296,0.1374,0.2069,0.1374,0.1188
62,0.2514,0.0186,0.0063,0.0833,0.0816,0.0833,0.0811
63,0.3432,0.1999,0.1544,0.2569,0.1632,0.2569,0.2282
64,0.2768,0.0031,0.0203,0.1126,0.0384,0.1126,0.0934
65,0.2220,0.3227,0.0755,0.3895,0.4375,0.3895,0.3024
66,0.2117,0.4072,0.1332,0.5325,0.4010,0.5325,0.3632
67,0.2772,0.5235,0.1970,0.5012,0.5868,0.5012,0.4278
68,0.5172,0.9599,0.3317,0.5558,0.6990,0.5558,0.6043
69,0.5655,0.9625,0.2922,0.5810,0.7068,0.5810,0.6154
70,0.5695,0.9929,0.2933,0.5805,0.7469,0.5805,0.6282
71,1.8976,1.3953,2.0230,1.9264,1.5228,1.9264,1.7776
72,1.4545,0.8558,1.6752,1.6033,1.0061,1.6033,1.3589
73,1.6219,1.0769,1.8103,1.7768,1.2604,1.7768,1.5467
74,0.3687,0.5535,0.3095,0.4264,0.4307,0.4264,0.4187
75,0.3525,0.5217,0.2535,0.4747,0.3955,0.4747,0.4096
76,0.1858,0.2266,0.0143,0.1202,0.2030,0.1202,0.1407
77,0.9437,0.7881,0.2275,0.0082,0.6322,0.0082,0.4447
78,0.2378,0.3559,0.2206,0.4971,0.0073,0.4971,0.2935
79,0.4303,0.2540,0.1421,0.1997,0.2170,0.1997,0.2420
80,0.0771,0.0077,0.0266,0.1643,0.1694,0.1643,0.0145
81,0.2049,0.3589,0.2876,0.1587,0.1702,0.1587,0.2257
82,0.1744,0.2175,0.1993,0.1725,0.1082,0.1725,0.1743
83,0.1894,0.2552,0.1573,0.2448,0.1547,0.2448,0.2064
84,0.1741,0.1467,0.1075,0.1393,0.0170,0.1393,0.1144
85,0.0689,0.2369,0.3925,0.1485,0.1691,0.1485,0.1960
86,0.0345,0.1411,0.3073,0.1463,0.1136,0.1463,0.1485
87,0.0027,0.1509,0.3252,0.1505,0.1002,0.1505,0.1459
88,0.1596,0.3520,0.2348,0.1393,0.3171,0.1393,0.2266
89,0.0969,0.0428,0.3257,0.3859,0.2731,0.3859,0.1052
90,0.0859,0.0148,0.3948,0.2344,0.0175,0.2344,0.1557
91,0.8982,0.2831,0.5215,0.7612,0.5364,0.7612,0.2131
92,0.4873,0.2608,0.3519,0.5778,0.2629,0.5778,0.1227
93,0.7831,0.3797,0.3303,0.4684,0.0675,0.4684,0.2769
94,0.5281,0.2550,0.1690,0.2336,0.0557,0.2336,0.0806
95,0.4397,0.1365,0.0842,0.1076,0.0009,0.1076,0.0710
96,0.4895,0.1831,0.0557,0.6213,0.0341,0.6213,0.3045
97,0.4275,0.5121,0.7149,0.6615,0.2723,0.6615,0.0478
98,0.4315,0.0997,0.5964,0.5700,0.3655,0.5700,0.0822
99,1.0658,0.8355,1.7362,0.1711,1.3044,0.1711,0.8014
100,0.4213,0.0034,0.3498,0.9984,0.4134,0.9984,0.5136
101,0.2342,0.0163,0.2892,0.4286,0.0845,0.4286,0.2062
102,0.2392,0.0550,0.2260,0.3534,0.1697,0.3534,0.1706
103,0.2362,0.0303,0.3064,0.5379,0.0589,0.5379,0.2452
104,0.4790,0.0123,0.2011,0.5196,0.1593,0.5196,0.2493
105,0.5033,0.0020,0.1320,0.8318,0.1567,0.8318,0.3408
106,0.5538,0.1178,0.0957,0.7345,0.0975,0.7345,0.3026
107,0.6037,0.0025,1.4699,0.3392,0.6699,0.3392,0.3508
108,0.5433,0.6870,0.6332,1.0853,0.6422,1.0853,0.7682
109,0.0254,0.4797,0.2389,0.0460,0.2509,0.0460,0.0170
110,1.7268,0.8508,0.9323,1.4472,0.4249,1.4472,1.1283
111,0.0073,0.2818,0.2526,0.4258,0.1176,0.4258,0.1551
112,0.7609,0.5057,1.6903,0.1787,0.4412,0.1787,0.5339
113,0.2391,0.5024,0.6056,0.2533,0.7779,0.2533,0.2883
114,0.0496,0.1667,0.0391,0.3740,0.0038,0.3740,0.0707
115,1.2609,1.1684,0.9601,1.2436,0.8429,1.2436,1.1158
116,0.0578,0.1429,0.0350,0.0079,0.0931,0.0079,0.0024
117,0.5602,0.6252,0.2547,0.0594,0.3303,0.0594,0.3242
118,0.2376,0.0656,0.3988,0.0494,0.0563,0.0494,0.1242
119,0.1700,0.3358,0.4929,0.1189,0.3848,0.1189,0.2023
120,0.2240,0.1484,0.2444,0.1350,0.0103,0.1350,0.0618
121,2.1046,2.0307,2.0150,1.9567,1.6544,1.9567,1.9537
122,0.1954,0.2464,0.3042,0.0468,0.0074,0.0468,0.1452
123,0.8107,0.7676,1.1065,0.6372,0.8462,0.6372,0.8073
124,0.0715,0.3462,0.6746,0.2418,0.4806,0.2418,0.3465
125,0.0953,0.4051,0.1642,0.0251,0.5088,0.0251,0.1612
126,0.2815,0.1368,0.5915,0.0111,0.1715,0.0111,0.2013
127,1.4829,1.6372,1.1053,1.3546,1.5253,1.3546,1.4114
128,0.1150,0.1474,0.5193,0.0056,0.0516,0.0056,0.0557
129,0.3350,0.0129,0.2109,0.1874,0.1189,0.1874,0.1346
130,0.3400,0.1786,0.2161,0.0947,0.4000,0.0947,0.2250
131,0.0996,0.2153,0.3379,0.1593,0.0520,0.1593,0.0191
132,0.6126,0.4175,0.6001,0.3418,0.5356,0.3418,0.4799
133,0.9404,0.8051,0.7691,0.8515,0.7563,0.8515,0.8283
134,0.9205,0.7755,0.9035,0.8069,0.8507,0.8069,0.8455
135,1.3022,1.6402,0.9351,1.5516,1.6544,1.5516,1.4338
136,1.0781,0.7619,0.7331,0.7555,0.8514,0.7555,0.8249
137,0.5209,0.7046,0.5346,0.6560,0.6763,0.6560,0.6233
138,0.7941,0.7772,0.5476,0.6509,0.7868,0.6509,0.7027
139,1.0008,1.1280,1.1386,0.9078,1.0714,0.9078,1.0301
140,1.5553,1.4979,1.6812,1.3689,1.3060,1.3689,1.4672
141,0.3045,0.2646,0.4515,0.1801,0.0812,0.1801,0.2467
142,1.0958,1.4270,0.8863,1.2588,1.4135,1.2588,1.2211
143,0.4912,0.1689,0.5313,0.5232,0.4300,0.5232,0.4419
144,1.4537,2.1422,1.7195,1.7207,1.9743,1.7207,1.7903
145,0.4141,0.2312,0.7930,0.0211,0.2539,0.0211,0.2867
146,0.2801,0.4873,0.1415,0.6134,0.3166,0.6134,0.4010
147,0.9716,0.4901,1.0836,0.6757,0.4884,0.6757,0.7340
148,0.0258,0.1699,0.3927,0.1348,0.1147,0.1348,0.0713
149,0.8874,0.9892,0.5808,0.7517,1.0762,0.7517,0.8418
150,1.3340,1.0185,1.5625,1.2037,0.9984,1.2037,1.2218
151,1.2598,0.8362,1.2403,1.0866,0.8219,1.0866,1.0549
152,0.6543,0.9673,0.5524,0.5412,0.9346,0.5412,0.7035
153,0.3389,0.3498,0.5635,0.3213,0.3257,0.3213,0.3722
154,1.0977,1.2677,1.0844,1.1729,1.1623,1.1729,1.1590
155,0.5354,0.6399,0.3968,0.7245,0.5743,0.7245,0.5944
156,0.3466,0.0108,0.2145,0.0794,0.0953,0.0794,0.0873
157,0.0620,0.0287,0.3236,0.0158,0.0607,0.0158,0.0658
158,0.0405,0.0591,0.2129,0.2802,0.0685,0.2802,0.0644
159,0.3468,0.3082,0.4261,0.1415,0.4744,0.1415,0.1921
160,1.1358,1.2567,0.8916,1.4273,1.1502,1.4273,1.2066
161,0.4788,0.0765,0.5014,0.1462,0.1652,0.1462,0.2569
162,0.7063,0.3243,0.8659,0.8468,0.3875,0.8468,0.6571
163,0.1718,0.3581,0.2632,0.5950,0.3699,0.5950,0.3845
164,1.0145,1.1491,0.9700,1.0708,1.0469,1.0708,1.0529
165,0.5854,1.0447,0.2184,1.3079,1.2553,1.3079,0.8623
