Actual,DE,SHADE,CMA-ES,NRBO,BOA,HHO-Lite,WeightedAvg_Pred
78.0407,78.0442,78.0350,78.1114,78.4054,78.1302,78.0313,78.1259
80.8670,80.8668,80.8664,80.8932,80.8776,80.8552,80.8723,80.8719
81.5090,81.4962,81.4959,81.4940,81.4711,81.5081,81.5024,81.4946
81.3673,81.3612,81.3675,81.2669,81.1679,81.3273,81.3213,81.3020
78.7637,78.7652,78.7615,78.8173,78.7952,78.8147,78.7735,78.7879
81.0054,81.0034,81.0058,81.0013,80.8825,80.9276,80.9992,80.9702
80.8670,80.8661,80.8682,80.8459,80.8660,80.8494,80.8627,80.8597
78.4760,78.4660,78.4640,78.4153,78.3577,78.4023,78.4386,78.4240
81.2616,81.2614,81.2600,81.1209,81.1355,81.2799,81.2511,81.2180
81.2733,81.2704,81.2720,81.1636,81.2606,81.2653,81.2813,81.2521
77.0974,77.0772,77.0884,76.9954,76.9797,77.0572,77.0991,77.0495
78.6195,78.6524,78.6318,78.7796,79.6023,78.7136,78.6660,78.8404
81.6160,81.6188,81.6186,81.6788,81.7234,81.6089,81.6161,81.6441
81.3438,81.3447,81.3438,81.3365,81.5717,81.3407,81.3542,81.3818
81.6041,81.6042,81.6041,81.6866,81.5962,81.6128,81.5907,81.6158
81.6637,81.6606,81.6642,81.6088,81.5201,81.6037,81.6685,81.6211
74.0386,74.0372,74.0403,73.9445,74.2115,73.9877,74.0450,74.0443
73.7118,73.7015,73.7095,73.6279,73.8234,73.7178,73.6984,73.7129
76.9535,76.9546,76.9537,77.0192,76.8060,76.8122,76.9594,76.9179
72.0165,72.0181,72.0182,72.0699,72.0014,72.0216,72.0055,72.0225
75.2125,75.2154,75.2102,75.2481,75.5282,75.2046,75.2371,75.2738
64.6226,64.0566,64.5412,64.7199,63.3149,63.2781,64.1967,64.0208
73.6391,73.6476,73.6398,73.5537,73.6072,73.6627,73.6288,73.6232
71.9506,71.9468,71.9503,71.9859,71.9871,71.9488,71.9719,71.9652
74.3461,74.3442,74.3451,74.4017,74.0747,74.3160,74.3217,74.3008
75.5132,75.5114,75.5131,75.5394,75.6078,75.4502,75.5308,75.5256
76.6498,76.6467,76.6496,76.5587,76.2112,76.7000,76.6348,76.5669
77.2393,77.2403,77.2382,77.2260,77.1171,77.2037,77.2401,77.2110
73.2248,73.2261,73.2204,73.2194,73.1024,73.2392,73.2139,73.2036
71.8705,71.8727,71.8702,72.0033,72.0479,71.9003,71.8820,71.9294
69.1051,69.1021,69.1052,69.0949,69.2870,69.1579,69.0825,69.1380
71.2153,71.2137,71.2171,71.1720,71.2183,71.1724,71.1971,71.1984
72.9747,72.9769,72.9793,72.9144,72.7486,72.9990,72.9738,72.9321
73.4204,73.4225,73.4214,73.4026,73.5502,73.5106,73.4279,73.4557
78.5558,78.5616,78.5546,78.5547,78.7556,78.5987,78.5423,78.5944
73.3117,73.3121,73.3164,73.2742,73.1556,73.2420,73.3001,73.2669
72.9824,72.9818,72.9803,72.9303,72.8008,73.0143,73.0097,72.9529
77.3685,77.3555,77.3622,77.4368,77.3894,77.3885,77.3347,77.3778
78.2220,78.2233,78.2206,78.2713,78.5255,78.3427,78.2393,78.3035
70.5926,70.5880,70.5833,70.6127,70.6110,70.4862,70.5972,70.5800
72.5303,72.5297,72.5352,72.4866,72.5608,72.5347,72.5381,72.5308
74.6589,74.6587,74.6586,74.7174,74.7961,74.7033,74.6745,74.7014
75.3181,75.3194,75.3189,75.2847,75.3129,75.2581,75.3450,75.3066
76.9918,76.9904,76.9902,77.0641,76.9009,76.7893,77.0392,76.9629
76.0735,76.0692,76.0672,76.0105,75.6686,76.0726,76.0473,75.9894
68.2216,68.2075,68.2626,68.1496,68.3042,68.2242,68.2996,68.2413
71.9360,71.9349,71.9341,71.9722,71.9514,71.9922,71.9321,71.9528
73.8908,73.8835,73.8947,73.7904,73.8347,73.8362,73.8964,73.8560
74.6504,74.6534,74.6517,74.7974,74.5499,74.6538,74.6109,74.6530
76.1838,76.1990,76.1908,76.2048,76.1679,76.4031,76.1771,76.2234
68.9540,68.9694,68.9518,69.0331,69.2975,69.1290,68.9660,69.0574
76.9058,76.8972,76.9053,76.8034,76.5103,76.8626,76.9034,76.8139
72.5455,72.5482,72.5495,72.5286,72.6696,72.6042,72.5403,72.5732
75.0204,75.0168,75.0216,74.9825,75.0448,74.9762,75.0133,75.0092
73.2643,73.2613,73.2617,73.2475,73.5019,73.2593,73.2293,73.2933
73.0291,73.0359,73.0305,72.9836,73.0358,73.0052,73.0422,73.0222
75.1424,75.1451,75.1452,75.1041,75.2245,75.1436,75.1248,75.1478
75.1424,75.1420,75.1458,75.1081,75.1591,75.2540,75.1566,75.1607
77.4231,77.4278,77.4225,77.3008,77.1001,77.4794,77.4332,77.3606
77.6784,77.6797,77.6810,77.6580,77.6118,77.7792,77.7017,77.6851
73.3038,73.2990,73.2999,73.2659,73.4985,73.4120,73.2990,73.3454
73.5973,73.5979,73.5976,73.6127,73.8209,73.5529,73.6036,73.6309
74.4892,74.4887,74.4786,74.6358,74.3673,74.4764,74.4836,74.4886
74.5399,74.5415,74.5503,74.5838,74.3046,74.5690,74.5395,74.5149
76.8819,76.8818,76.8817,76.8147,76.5107,76.7418,76.9219,76.7925
76.0369,76.0338,76.0386,75.9799,75.7105,76.0285,75.9923,75.9640
75.8122,75.8153,75.8127,75.8575,75.7490,75.8588,75.7788,75.8120
75.2239,75.2246,75.2240,75.2974,75.3858,75.2590,75.2496,75.2734
75.6733,75.6720,75.6787,75.7705,75.8853,75.5527,75.6487,75.7014
75.1914,75.1883,75.1763,75.0949,75.0457,75.1296,75.1809,75.1360
75.9001,75.9016,75.8992,75.9812,76.3055,75.8904,75.9013,75.9797
75.8457,75.8510,75.8454,75.8458,76.0868,75.9027,75.8359,75.8943
72.8833,72.8740,72.8849,72.9321,72.8055,72.8858,72.8947,72.8796
73.2579,73.2579,73.2570,73.2764,73.1126,73.2639,73.2546,73.2371
