Sample,DE_AE,SHADE_AE,CMA-ES_AE,NRBO_AE,BOA_AE,HHO-Lite_AE,Ensemble_AE
292,0.0265,0.1946,0.4306,0.1946,0.1655,0.1946,0.1369
293,0.2149,0.2787,0.4109,0.2787,0.7084,0.2787,0.3619
294,0.8243,0.7171,0.5208,0.7171,0.4712,0.7171,0.6611
295,0.2457,0.6955,0.3172,0.6955,0.1328,0.6955,0.3814
296,2.4557,0.5376,3.0641,0.5376,0.3772,0.5376,1.1262
297,0.3031,0.0612,0.1251,0.0612,0.3199,0.0612,0.1136
298,1.8580,1.0328,1.1932,1.0328,1.3229,1.0328,1.2456
299,2.1083,0.5918,0.2296,0.5918,0.1749,0.5918,0.0651
300,0.3570,0.0383,0.6176,0.0383,0.5061,0.0383,0.0589
301,0.4236,0.2845,0.3218,0.2845,0.0188,0.2845,0.0208
302,0.2322,1.5461,0.7014,1.5461,0.0634,1.5461,0.7040
303,1.9082,0.1510,1.3485,0.1510,0.3385,0.1510,0.5620
304,0.6499,0.2925,1.3797,0.2925,0.8458,0.2925,0.1266
305,0.1663,0.0161,0.0818,0.0161,0.0115,0.0161,0.0079
306,4.3201,3.0908,3.5473,3.0908,1.6889,3.0908,3.1376
307,1.4606,0.3586,0.8325,0.3586,0.1325,0.3586,0.5393
308,0.4173,0.6489,0.6018,0.6489,0.4010,0.6489,0.2210
309,0.3752,0.1034,0.5565,0.1034,0.2656,0.1034,0.0594
310,1.6083,0.4510,0.5453,0.4510,0.0774,0.4510,0.5713
311,1.4851,0.3199,0.6613,0.3199,1.0128,0.3199,0.6870
312,2.3585,0.7304,0.2028,0.7304,0.0786,0.7304,0.7371
313,0.0553,0.0190,0.2238,0.0190,0.1715,0.0190,0.0084
314,0.0965,0.1132,0.0941,0.1132,0.1691,0.1132,0.0530
315,0.3037,0.3122,0.6248,0.3122,0.9630,0.3122,0.0588
316,0.8231,0.2119,0.4935,0.2119,0.3118,0.2119,0.0617
317,0.2105,0.7482,0.3888,0.7482,0.5592,0.7482,0.5670
318,0.0277,0.3867,0.1048,0.3867,0.4251,0.3867,0.1441
319,0.1035,0.2306,0.2551,0.2306,0.6910,0.2306,0.0602
320,0.2914,0.3818,0.0573,0.3818,0.0780,0.3818,0.2357
321,1.2705,0.4113,1.2730,0.4113,0.5146,0.4113,0.7156
322,0.2004,0.8867,0.2752,0.8867,0.8176,0.8867,0.6587
323,0.1795,0.8351,0.6247,0.8351,1.0004,0.8351,0.7183
324,1.1128,0.8069,1.5971,0.8069,0.7166,0.8069,0.9747
325,3.0357,0.1488,0.7202,0.1488,0.9720,0.1488,0.1491
326,0.6733,0.2188,2.0360,0.2188,0.9228,0.2188,0.2726
327,1.3022,0.7077,0.4656,0.7077,1.3087,0.7077,0.2739
328,0.0188,0.6137,0.3746,0.6137,0.7367,0.6137,0.4889
329,0.1691,0.4252,0.1091,0.4252,0.1550,0.4252,0.2282
330,0.9938,0.6880,0.5374,0.6880,0.1250,0.6880,0.6197
331,0.8344,2.0453,0.8716,2.0453,1.9405,2.0453,1.6300
332,0.0285,0.3329,0.0272,0.3329,0.0006,0.3329,0.1568
333,1.1277,0.8195,1.3561,0.8195,0.7533,0.8195,0.9494
334,0.2829,0.0975,0.3189,0.0975,0.1109,0.0975,0.0240
335,0.0518,0.2193,0.2944,0.2193,0.6516,0.2193,0.2589
336,0.4305,0.4273,0.2156,0.4273,0.3793,0.4273,0.3845
337,0.1730,1.0066,0.5466,1.0066,1.4697,1.0066,0.8683
338,0.6028,0.0900,0.3240,0.0900,0.2695,0.0900,0.0646
339,0.2915,0.5236,0.8077,0.5236,0.4520,0.5236,0.5203
340,3.0969,0.0243,0.1939,0.0243,0.2356,0.0243,0.5214
341,2.0153,1.9656,1.3748,1.9656,1.2291,1.9656,1.7522
342,0.1939,0.2159,0.1811,0.2159,0.0788,0.2159,0.1835
343,0.2212,0.0274,0.5088,0.0274,0.4772,0.0274,0.1879
344,2.1896,2.0361,1.0498,2.0361,1.8088,2.0361,1.8591
345,2.6918,3.3532,1.8806,3.3532,2.5283,3.3532,2.8592
346,0.5883,0.2047,0.0226,0.2047,0.1799,0.2047,0.2341
347,1.5575,0.0299,1.4095,0.0299,0.1626,0.0299,0.5072
348,0.6101,0.0986,0.0849,0.0986,0.5011,0.0986,0.0171
349,0.0390,0.3208,0.2756,0.3208,0.2469,0.3208,0.1489
350,3.3264,2.2075,0.4870,2.2075,3.0832,2.2075,2.2532
351,3.1745,1.4750,0.8998,1.4750,0.7551,1.4750,1.2416
352,3.3350,2.4751,0.7810,2.4751,0.4769,2.4751,1.8422
353,0.6621,0.0554,0.5586,0.0554,0.2132,0.0554,0.2669
354,0.1480,0.4264,0.3056,0.4264,0.5551,0.4264,0.3814
355,0.7517,0.8672,0.3188,0.8672,1.2274,0.8672,0.8166
356,0.0270,0.3172,0.4571,0.3172,0.0759,0.3172,0.0739
357,0.4611,0.3526,0.5585,0.3526,0.8532,0.3526,0.4887
358,0.1093,0.1606,0.1278,0.1606,0.0427,0.1606,0.1126
359,0.4555,1.0056,0.1902,1.0056,0.2814,1.0056,0.6567
360,0.1913,0.9795,0.1939,0.9795,1.6917,0.9795,0.8360
361,0.1295,0.4367,0.0267,0.4367,0.1643,0.4367,0.2166
362,0.2344,0.9909,0.5146,0.9909,1.0031,0.9909,0.7873
363,0.0411,0.3509,1.0953,0.3509,0.4129,0.3509,0.2958
364,0.0403,1.1687,0.2842,1.1687,0.2457,1.1687,0.6787
365,0.2669,0.3363,0.3109,0.3363,0.1375,0.3363,0.1983
366,0.0204,0.2765,0.1186,0.2765,0.2849,0.2765,0.1693
367,2.3905,3.3650,1.9027,3.3650,2.4589,3.3650,2.8070
