Alkalinity,Ammonia,BOD,Chloride,Conductivity,DO,Phosphate,pH,Temp,Hardness,Colour,CCME_Values
186.000000,0.033000,1.200000,14.000000,400.000000,0.500000,0.018000,7.200000,9.900000,168.000000,45.000000,92.489186
46.000000,2.000000,1.200000,30.000000,276.000000,1.000000,0.019000,5.900000,9.200000,78.000000,21.000000,84.420027
67.000000,0.033000,1.200000,18.000000,271.000000,32.750000,0.027000,6.200000,11.200000,102.000000,45.000000,82.028267
16.000000,0.033000,1.200000,16.000000,109.000000,39.650000,0.019000,5.900000,8.600000,24.000000,45.000000,80.480581
71.000000,0.033000,1.200000,18.000000,264.000000,53.350000,0.013000,7.000000,10.300000,105.000000,45.000000,77.623174
44.000000,0.033000,1.200000,13.000000,200.000000,50.700000,0.019000,6.500000,9.700000,75.000000,45.000000,78.151340
44.000000,0.033000,1.200000,32.000000,256.000000,1.650000,0.010000,6.000000,9.000000,100.000000,9.000000,100.000000
196.000000,0.033000,1.200000,14.000000,407.000000,1.650000,0.023000,7.200000,10.000000,193.000000,45.000000,87.388978
50.000000,0.033000,1.200000,18.000000,209.000000,57.050000,0.019000,7.400000,12.200000,75.000000,45.000000,76.905770
226.000000,0.033000,1.200000,26.000000,510.000000,25.600000,0.022000,7.600000,9.900000,257.000000,20.000000,74.665290
150.000000,0.033000,1.200000,32.000000,393.000000,3.300000,0.012000,7.900000,10.000000,155.000000,45.000000,92.489186
60.000000,0.033000,1.200000,8.000000,172.000000,47.900000,0.032000,6.700000,9.500000,64.000000,109.000000,73.989190
66.000000,0.033000,1.200000,17.000000,270.000000,32.750000,0.037000,6.200000,11.300000,107.000000,45.000000,82.028267
18.000000,0.028000,1.200000,16.000000,111.000000,32.850000,0.024000,6.000000,10.000000,29.000000,45.000000,82.005429
82.000000,0.033000,1.200000,17.000000,314.000000,52.150000,0.016000,8.100000,11.100000,122.000000,45.000000,77.860857
85.000000,0.033000,1.200000,20.000000,314.000000,20.550000,0.018000,8.100000,11.300000,76.000000,45.000000,84.844288
46.000000,0.033000,1.200000,29.000000,236.000000,5.000000,0.019000,6.100000,9.900000,102.000000,45.000000,92.489186
201.000000,0.033000,1.200000,14.000000,399.000000,3.350000,0.023000,7.200000,10.400000,209.000000,6.000000,88.333611
52.000000,0.040000,1.200000,20.000000,310.000000,51.850000,0.033000,7.400000,14.200000,83.000000,19.000000,82.739937
258.000000,0.033000,1.200000,22.000000,568.000000,19.400000,0.039000,7.800000,10.700000,205.000000,45.000000,68.722631
162.000000,0.022000,1.200000,32.000000,389.000000,2.750000,0.017000,7.800000,10.700000,153.000000,45.000000,92.489186
66.000000,0.033000,1.200000,17.000000,276.000000,31.650000,0.039000,6.600000,11.300000,100.000000,45.000000,82.280121
18.000000,0.020000,1.200000,15.000000,107.000000,31.050000,0.015000,6.500000,11.100000,27.000000,45.000000,82.417953
214.000000,0.036000,1.200000,27.000000,531.000000,3.350000,0.029000,7.300000,11.800000,245.000000,7.000000,82.331332
251.000000,0.035000,1.200000,22.000000,584.000000,2.800000,0.025000,7.600000,11.000000,215.000000,45.000000,75.542479
153.000000,0.033000,1.200000,34.000000,416.000000,2.200000,0.012000,7.800000,10.800000,156.000000,45.000000,87.359161
64.000000,0.033000,1.200000,18.000000,253.000000,41.100000,0.017000,6.900000,10.900000,96.000000,45.000000,80.163715
94.000000,0.033000,1.200000,21.000000,324.000000,7.800000,0.026000,8.200000,10.700000,82.000000,45.000000,92.489186
49.000000,0.033000,1.200000,26.000000,233.000000,4.450000,0.013000,6.000000,11.000000,86.000000,45.000000,92.489186
213.000000,0.033000,1.200000,14.000000,423.000000,5.550000,0.036000,7.200000,11.500000,189.000000,45.000000,81.759568
70.000000,0.033000,1.200000,16.500000,272.000000,31.000000,0.039000,6.200000,11.200000,92.000000,45.000000,82.429453
12.000000,0.033000,1.200000,15.500000,101.000000,34.100000,0.015000,6.300000,8.400000,20.600000,45.000000,81.720838
256.000000,0.033000,1.200000,21.000000,589.000000,13.350000,0.055000,7.700000,10.500000,186.000000,45.000000,69.317635
224.000000,0.033000,1.200000,25.200000,524.000000,19.500000,0.032000,7.500000,8.000000,221.000000,9.000000,75.605573
154.000000,0.061000,1.200000,30.900000,416.000000,3.300000,0.022000,7.700000,10.400000,146.000000,45.000000,87.359161
82.000000,0.033000,1.200000,13.900000,275.000000,44.500000,0.018000,6.800000,9.800000,93.000000,45.000000,79.433612
37.000000,0.033000,1.200000,15.200000,172.000000,52.500000,0.019000,5.600000,8.500000,54.800000,45.000000,77.791279
99.000000,0.033000,1.200000,20.200000,337.000000,2.200000,0.043000,8.000000,10.200000,91.400000,45.000000,92.489186
51.000000,0.033000,1.200000,22.500000,231.000000,5.050000,0.019000,6.100000,9.000000,78.700000,45.000000,92.489186
204.000000,0.033000,1.200000,13.900000,431.000000,7.200000,0.030000,7.300000,10.000000,185.000000,45.000000,81.783588
130.000000,2.000000,1.200000,23.900000,309.000000,5.050000,0.020000,6.400000,7.700000,66.000000,953.000000,53.476603
